calc_id,slug,block_slug,lang,match_score,found_keywords,wrong_signals,html_path
026,terrazo,pavimentos,de,0.14,sol,construction keywords in pavimentos: ['ziegel'],src\calculators\026\de.html
026,terrazo,pavimentos,es,0.0,,construction keywords in pavimentos: ['mortero'],src\calculators\026\es.html
026,terrazo,pavimentos,fr,0.14,tile,,src\calculators\026\fr.html
026,terrazo,pavimentos,it,0.14,tile,construction keywords in pavimentos: ['mortero'],src\calculators\026\it.html
026,terrazo,pavimentos,pt,0.0,,,src\calculators\026\pt.html
027,azulejo-pared,pavimentos,de,0.29,tile; sol,construction keywords in pavimentos: ['ziegel'],src\calculators\027\de.html
027,azulejo-pared,pavimentos,es,0.0,,construction keywords in pavimentos: ['mortero'],src\calculators\027\es.html
027,azulejo-pared,pavimentos,fr,0.14,tile,,src\calculators\027\fr.html
027,azulejo-pared,pavimentos,it,0.14,tile,,src\calculators\027\it.html
027,azulejo-pared,pavimentos,pt,0.14,tile,,src\calculators\027\pt.html
028,mosaico,pavimentos,en,0.14,tile,,src\calculators\028\en.html
028,mosaico,pavimentos,de,0.14,sol,construction keywords in pavimentos: ['ziegel'],src\calculators\028\de.html
028,mosaico,pavimentos,es,0.0,,construction keywords in pavimentos: ['mortero'],src\calculators\028\es.html
028,mosaico,pavimentos,fr,0.14,tile,,src\calculators\028\fr.html
028,mosaico,pavimentos,it,0.14,tile,,src\calculators\028\it.html
028,mosaico,pavimentos,pt,0.0,,,src\calculators\028\pt.html
029,adhesivo-ceramico,pavimentos,de,0.29,tile; sol,construction keywords in pavimentos: ['ziegel'],src\calculators\029\de.html
029,adhesivo-ceramico,pavimentos,es,0.0,,construction keywords in pavimentos: ['mortero'],src\calculators\029\es.html
029,adhesivo-ceramico,pavimentos,fr,0.14,tile,,src\calculators\029\fr.html
029,adhesivo-ceramico,pavimentos,pt,0.14,tile,,src\calculators\029\pt.html
030,lechada-junta,pavimentos,en,0.14,tile,,src\calculators\030\en.html
030,lechada-junta,pavimentos,de,0.14,sol,construction keywords in pavimentos: ['ziegel'],src\calculators\030\de.html
030,lechada-junta,pavimentos,es,0.0,,construction keywords in pavimentos: ['mortero'],src\calculators\030\es.html
030,lechada-junta,pavimentos,fr,0.14,tile,,src\calculators\030\fr.html
030,lechada-junta,pavimentos,pt,0.0,,,src\calculators\030\pt.html
031,tuberia-pvc-saneamiento,fontaneria,en,0.11,pipe; water; diameter,,src\calculators\031\en.html
031,tuberia-pvc-saneamiento,fontaneria,de,0.11,pipe; rohr; wasser,,src\calculators\031\de.html
031,tuberia-pvc-saneamiento,fontaneria,es,0.04,agua,,src\calculators\031\es.html
031,tuberia-pvc-saneamiento,fontaneria,fr,0.07,pipe; eau,,src\calculators\031\fr.html
031,tuberia-pvc-saneamiento,fontaneria,it,0.07,pipe; acqua,,src\calculators\031\it.html
031,tuberia-pvc-saneamiento,fontaneria,pt,0.04,pipe,,src\calculators\031\pt.html
032,tuberia-cobre-pex,fontaneria,en,0.18,pipe; pressure; plumbing; water; diameter,,src\calculators\032\en.html
032,tuberia-cobre-pex,fontaneria,de,0.07,pipe; rohr,,src\calculators\032\de.html
032,tuberia-cobre-pex,fontaneria,es,0.04,agua,,src\calculators\032\es.html
032,tuberia-cobre-pex,fontaneria,fr,0.07,pipe; eau,,src\calculators\032\fr.html
032,tuberia-cobre-pex,fontaneria,it,0.04,pipe,,src\calculators\032\it.html
032,tuberia-cobre-pex,fontaneria,pt,0.04,pipe,,src\calculators\032\pt.html
033,presion-agua,fontaneria,en,0.18,pipe; flow; pressure; water; diameter,,src\calculators\033\en.html
033,presion-agua,fontaneria,de,0.14,pressure; water; druck; wasser,,src\calculators\033\de.html
033,presion-agua,fontaneria,es,0.04,agua,,src\calculators\033\es.html
033,presion-agua,fontaneria,fr,0.14,pressure; water; pression; eau,,src\calculators\033\fr.html
033,presion-agua,fontaneria,it,0.07,pressure; water,,src\calculators\033\it.html
033,presion-agua,fontaneria,pt,0.07,pressure; water,,src\calculators\033\pt.html
034,deposito-agua,fontaneria,en,0.07,flow; water,,src\calculators\034\en.html
034,deposito-agua,fontaneria,de,0.07,water; wasser,,src\calculators\034\de.html
034,deposito-agua,fontaneria,es,0.04,agua,,src\calculators\034\es.html
034,deposito-agua,fontaneria,fr,0.07,water; eau,,src\calculators\034\fr.html
034,deposito-agua,fontaneria,it,0.07,water; idraulica,,src\calculators\034\it.html
034,deposito-agua,fontaneria,pt,0.04,water,,src\calculators\034\pt.html
035,calentador-agua,fontaneria,en,0.04,water,,src\calculators\035\en.html
035,calentador-agua,fontaneria,de,0.07,water; wasser,,src\calculators\035\de.html
035,calentador-agua,fontaneria,es,0.04,agua,,src\calculators\035\es.html
035,calentador-agua,fontaneria,fr,0.07,water; eau,,src\calculators\035\fr.html
035,calentador-agua,fontaneria,it,0.04,water,,src\calculators\035\it.html
035,calentador-agua,fontaneria,pt,0.04,water,,src\calculators\035\pt.html
036,caldera-gas,fontaneria,en,0.04,water,,src\calculators\036\en.html
036,caldera-gas,fontaneria,de,0.04,wasser,,src\calculators\036\de.html
036,caldera-gas,fontaneria,es,0.04,agua,,src\calculators\036\es.html
036,caldera-gas,fontaneria,fr,0.04,eau,,src\calculators\036\fr.html
036,caldera-gas,fontaneria,it,0.0,,,src\calculators\036\it.html
036,caldera-gas,fontaneria,pt,0.0,,,src\calculators\036\pt.html
037,radiador-aluminio,fontaneria,en,0.07,flow; water,,src\calculators\037\en.html
037,radiador-aluminio,fontaneria,de,0.0,,,src\calculators\037\de.html
037,radiador-aluminio,fontaneria,es,0.04,agua,,src\calculators\037\es.html
037,radiador-aluminio,fontaneria,fr,0.04,eau,,src\calculators\037\fr.html
037,radiador-aluminio,fontaneria,it,0.0,,,src\calculators\037\it.html
037,radiador-aluminio,fontaneria,pt,0.0,,,src\calculators\037\pt.html
038,suelo-radiante,fontaneria,en,0.18,pipe; flow; pressure; water; diameter,,src\calculators\038\en.html
038,suelo-radiante,fontaneria,de,0.04,rohr,,src\calculators\038\de.html
038,suelo-radiante,fontaneria,es,0.07,agua; tubo,,src\calculators\038\es.html
038,suelo-radiante,fontaneria,fr,0.04,eau,,src\calculators\038\fr.html
038,suelo-radiante,fontaneria,it,0.04,tubo,,src\calculators\038\it.html
038,suelo-radiante,fontaneria,pt,0.04,tubo,,src\calculators\038\pt.html
039,riego-goteo,fontaneria,en,0.14,pipe; flow; pressure; water,,src\calculators\039\en.html
039,riego-goteo,fontaneria,de,0.04,rohr,,src\calculators\039\de.html
039,riego-goteo,fontaneria,es,0.04,agua,,src\calculators\039\es.html
039,riego-goteo,fontaneria,fr,0.07,tuyau; eau,,src\calculators\039\fr.html
039,riego-goteo,fontaneria,it,0.04,tuberia,,src\calculators\039\it.html
039,riego-goteo,fontaneria,pt,0.0,,,src\calculators\039\pt.html
040,acometida-agua,fontaneria,en,0.18,pipe; flow; pressure; water; diameter,,src\calculators\040\en.html
040,acometida-agua,fontaneria,de,0.07,water; durchfluss,,src\calculators\040\de.html
040,acometida-agua,fontaneria,es,0.04,agua,,src\calculators\040\es.html
040,acometida-agua,fontaneria,fr,0.07,water; eau,,src\calculators\040\fr.html
040,acometida-agua,fontaneria,it,0.07,water; acqua,,src\calculators\040\it.html
040,acometida-agua,fontaneria,pt,0.04,water,,src\calculators\040\pt.html
041,depuradora-piscina,fontaneria,en,0.11,flow; pressure; water,,src\calculators\041\en.html
041,depuradora-piscina,fontaneria,de,0.04,durchfluss,,src\calculators\041\de.html
041,depuradora-piscina,fontaneria,es,0.04,agua,,src\calculators\041\es.html
041,depuradora-piscina,fontaneria,fr,0.04,eau,,src\calculators\041\fr.html
041,depuradora-piscina,fontaneria,it,0.0,,,src\calculators\041\it.html
041,depuradora-piscina,fontaneria,pt,0.0,,,src\calculators\041\pt.html
042,sifon-sumidero,fontaneria,en,0.18,pipe; flow; plumbing; water; diameter,,src\calculators\042\en.html
042,sifon-sumidero,fontaneria,de,0.04,rohr,,src\calculators\042\de.html
042,sifon-sumidero,fontaneria,es,0.04,agua,,src\calculators\042\es.html
042,sifon-sumidero,fontaneria,fr,0.04,eau,,src\calculators\042\fr.html
042,sifon-sumidero,fontaneria,it,0.07,pression; pressione,,src\calculators\042\it.html
042,sifon-sumidero,fontaneria,pt,0.0,,,src\calculators\042\pt.html
043,cable-electrico-seccion,electricidad,en,0.15,voltage; current; power; cable,,src\calculators\043\en.html
043,cable-electrico-seccion,electricidad,de,0.11,cable; spannung; strom,construction keywords in electricidad: ['ziegel'],src\calculators\043\de.html
043,cable-electrico-seccion,electricidad,es,0.04,cable,construction keywords in electricidad: ['mortero'],src\calculators\043\es.html
043,cable-electrico-seccion,electricidad,fr,0.11,cable; tension; courant,,src\calculators\043\fr.html
043,cable-electrico-seccion,electricidad,it,0.15,cable; corriente; tension; cavo,,src\calculators\043\it.html
043,cable-electrico-seccion,electricidad,pt,0.15,cable; corrente; corrente; cabo,,src\calculators\043\pt.html
044,caida-tension,electricidad,en,0.15,voltage; current; power; cable,,src\calculators\044\en.html
044,caida-tension,electricidad,de,0.11,voltage; spannung; strom,construction keywords in electricidad: ['ziegel'],src\calculators\044\de.html
044,caida-tension,electricidad,es,0.04,cable,construction keywords in electricidad: ['mortero'],src\calculators\044\es.html
044,caida-tension,electricidad,fr,0.11,voltage; tension; courant,,src\calculators\044\fr.html
044,caida-tension,electricidad,it,0.11,voltage; corriente; tension,,src\calculators\044\it.html
044,caida-tension,electricidad,pt,0.15,voltage; corrente; corrente; cabo,,src\calculators\044\pt.html
045,luminarias-lumenes,electricidad,en,0.04,power,,src\calculators\045\en.html
045,luminarias-lumenes,electricidad,de,0.04,leistung,construction keywords in electricidad: ['ziegel'],src\calculators\045\de.html
045,luminarias-lumenes,electricidad,es,0.07,potencia; potencia,construction keywords in electricidad: ['mortero'],src\calculators\045\es.html
045,luminarias-lumenes,electricidad,fr,0.07,courant; puissance,,src\calculators\045\fr.html
045,luminarias-lumenes,electricidad,it,0.07,potencia; potencia,,src\calculators\045\it.html
045,luminarias-lumenes,electricidad,pt,0.0,,,src\calculators\045\pt.html
046,puntos-luz-habitacion,electricidad,en,0.04,power,,src\calculators\046\en.html
046,puntos-luz-habitacion,electricidad,de,0.0,,construction keywords in electricidad: ['ziegel'],src\calculators\046\de.html
046,puntos-luz-habitacion,electricidad,es,0.0,,construction keywords in electricidad: ['mortero'],src\calculators\046\es.html
046,puntos-luz-habitacion,electricidad,fr,0.04,courant,,src\calculators\046\fr.html
046,puntos-luz-habitacion,electricidad,it,0.07,tension; tensione,,src\calculators\046\it.html
046,puntos-luz-habitacion,electricidad,pt,0.0,,,src\calculators\046\pt.html
047,cuadro-electrico,electricidad,en,0.19,voltage; current; power; kw; cable,,src\calculators\047\en.html
047,cuadro-electrico,electricidad,de,0.15,kw; spannung; strom; leistung,construction keywords in electricidad: ['ziegel'],src\calculators\047\de.html
047,cuadro-electrico,electricidad,es,0.11,kw; potencia; potencia,construction keywords in electricidad: ['mortero'],src\calculators\047\es.html
047,cuadro-electrico,electricidad,fr,0.15,kw; tension; courant; puissance,,src\calculators\047\fr.html
047,cuadro-electrico,electricidad,it,0.19,kw; corriente; potencia; tension; potencia,,src\calculators\047\it.html
047,cuadro-electrico,electricidad,pt,0.11,kw; corrente; corrente,,src\calculators\047\pt.html
048,instalacion-solar,electricidad,en,0.15,power; kw; kwh; cable,,src\calculators\048\en.html
048,instalacion-solar,electricidad,de,0.11,kw; kwh; leistung,construction keywords in electricidad: ['ziegel'],src\calculators\048\de.html
048,instalacion-solar,electricidad,es,0.15,kw; kwh; potencia; potencia,construction keywords in electricidad: ['mortero'],src\calculators\048\es.html
048,instalacion-solar,electricidad,fr,0.15,kw; kwh; courant; puissance,,src\calculators\048\fr.html
048,instalacion-solar,electricidad,it,0.15,kw; kwh; potencia; potencia,,src\calculators\048\it.html
048,instalacion-solar,electricidad,pt,0.07,kw; kwh,,src\calculators\048\pt.html
049,baterias-autonomia,electricidad,en,0.15,voltage; power; kw; kwh,,src\calculators\049\en.html
049,baterias-autonomia,electricidad,de,0.07,kw; kwh,construction keywords in electricidad: ['ziegel'],src\calculators\049\de.html
049,baterias-autonomia,electricidad,es,0.07,kw; kwh,construction keywords in electricidad: ['mortero'],src\calculators\049\es.html
049,baterias-autonomia,electricidad,fr,0.11,kw; kwh; courant,,src\calculators\049\fr.html
049,baterias-autonomia,electricidad,it,0.07,kw; kwh,,src\calculators\049\it.html
049,baterias-autonomia,electricidad,pt,0.07,kw; kwh,,src\calculators\049\pt.html
050,trifasica-potencia,electricidad,en,0.19,voltage; current; power; kw; cable,,src\calculators\050\en.html
050,trifasica-potencia,electricidad,de,0.19,power; kw; spannung; strom; leistung,construction keywords in electricidad: ['ziegel'],src\calculators\050\de.html
050,trifasica-potencia,electricidad,es,0.11,kw; potencia; potencia,construction keywords in electricidad: ['mortero'],src\calculators\050\es.html
050,trifasica-potencia,electricidad,fr,0.19,power; kw; tension; courant; puissance,,src\calculators\050\fr.html
050,trifasica-potencia,electricidad,it,0.22,power; kw; corriente; potencia; tension; potencia,,src\calculators\050\it.html
050,trifasica-potencia,electricidad,pt,0.15,power; kw; corrente; corrente,,src\calculators\050\pt.html
051,puesta-tierra,electricidad,en,0.0,,,src\calculators\051\en.html
051,puesta-tierra,electricidad,de,0.0,,construction keywords in electricidad: ['ziegel'],src\calculators\051\de.html
051,puesta-tierra,electricidad,es,0.0,,construction keywords in electricidad: ['mortero'],src\calculators\051\es.html
051,puesta-tierra,electricidad,fr,0.04,courant,,src\calculators\051\fr.html
051,puesta-tierra,electricidad,it,0.07,corrente; corrente,,src\calculators\051\it.html
051,puesta-tierra,electricidad,pt,0.0,,,src\calculators\051\pt.html
052,consumo-electrico-mensual,electricidad,en,0.15,power; kw; kwh; cable,,src\calculators\052\en.html
052,consumo-electrico-mensual,electricidad,de,0.15,kw; kwh; strom; leistung,construction keywords in electricidad: ['ziegel'],src\calculators\052\de.html
052,consumo-electrico-mensual,electricidad,es,0.15,kw; kwh; potencia; potencia,construction keywords in electricidad: ['mortero'],src\calculators\052\es.html
052,consumo-electrico-mensual,electricidad,fr,0.15,kw; kwh; courant; puissance,,src\calculators\052\fr.html
052,consumo-electrico-mensual,electricidad,it,0.15,kw; kwh; potencia; potencia,,src\calculators\052\it.html
052,consumo-electrico-mensual,electricidad,pt,0.07,kw; kwh,,src\calculators\052\pt.html
053,aire-acondicionado-btu,climatizacion,en,0.07,cooling; insulation,,src\calculators\053\en.html
053,aire-acondicionado-btu,climatizacion,de,0.0,,,src\calculators\053\de.html
053,aire-acondicionado-btu,climatizacion,es,0.04,aislamiento,,src\calculators\053\es.html
053,aire-acondicionado-btu,climatizacion,fr,0.04,isolation,,src\calculators\053\fr.html
053,aire-acondicionado-btu,climatizacion,it,0.04,aislamiento,,src\calculators\053\it.html
053,aire-acondicionado-btu,climatizacion,pt,0.07,isolamento; isolamento,,src\calculators\053\pt.html
054,conductos-aire,climatizacion,en,0.04,hvac,,src\calculators\054\en.html
054,conductos-aire,climatizacion,de,0.0,,,src\calculators\054\de.html
054,conductos-aire,climatizacion,es,0.0,,,src\calculators\054\es.html
054,conductos-aire,climatizacion,fr,0.0,,,src\calculators\054\fr.html
054,conductos-aire,climatizacion,it,0.0,,,src\calculators\054\it.html
054,conductos-aire,climatizacion,pt,0.0,,,src\calculators\054\pt.html
055,ventilacion-mecanica,climatizacion,en,0.0,,,src\calculators\055\en.html
055,ventilacion-mecanica,climatizacion,de,0.0,,,src\calculators\055\de.html
055,ventilacion-mecanica,climatizacion,es,0.0,,,src\calculators\055\es.html
055,ventilacion-mecanica,climatizacion,fr,0.0,,,src\calculators\055\fr.html
055,ventilacion-mecanica,climatizacion,it,0.04,hvac,,src\calculators\055\it.html
